32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,254,255,590,591,590,591,590,591,254,255,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33
0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,662,663,622,623,622,623,622,623,666,667,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,662,663,32,33,32,33,32,33,666,667,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33
0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,662,663,0,1,0,1,0,1,666,667,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,662,663,32,33,32,33,32,33,666,667,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33,32,33
0,846,847,848,849,846,847,848,849,846,847,848,849,846,847,848,849,846,847,848,849,846,847,848,849,846,847,848,849,846,847,848,849,846,847,848,849,846,847,848,849,1,0,1,662,663,0,1,0,1,0,1,666,667,0,1,846,847,848,849,846,847,848,849,846,847,848,849,846,847,848,849,846,847,848,849,846,847,848,849,846,847,848,849,846,847,848,849,846,847,848,849,846,847,848,849,846,847,848,849
32,878,879,880,881,878,879,880,881,878,879,880,881,878,879,880,881,878,879,880,881,878,879,880,881,878,879,880,881,878,879,880,881,878,879,880,881,878,879,880,881,33,32,33,662,663,32,33,32,33,32,33,666,667,32,33,878,879,880,881,878,879,880,881,878,879,880,881,878,879,880,881,878,879,880,881,878,879,880,881,878,879,880,881,878,879,880,881,878,879,880,881,878,879,880,881,878,879,880,881
0,910,911,912,913,910,911,912,913,910,911,912,913,910,911,912,913,910,911,912,913,910,911,912,913,910,911,912,913,910,911,912,913,910,911,912,913,910,911,912,913,1,0,1,662,663,0,1,0,1,0,1,666,667,0,1,910,911,912,913,910,911,912,913,910,911,912,913,910,911,912,913,910,911,912,913,910,911,912,913,910,911,912,913,910,911,912,913,910,911,912,913,910,911,912,913,910,911,912,913
32,942,943,944,945,942,943,944,945,942,943,944,945,942,943,944,945,942,943,944,945,942,943,944,945,942,943,944,945,942,943,944,945,942,943,944,945,942,943,944,945,33,32,33,662,663,32,33,32,33,32,33,666,667,32,33,942,943,944,945,942,943,944,945,942,943,944,945,942,943,944,945,942,943,944,945,942,943,944,945,942,943,944,945,942,943,944,945,942,943,944,945,942,943,944,945,942,943,944,945
0,974,975,976,977,974,975,976,977,974,975,976,977,974,975,976,977,974,975,976,977,974,975,976,977,974,975,976,977,974,975,976,977,974,975,976,977,974,975,976,977,1,0,1,662,663,0,1,0,1,0,1,666,667,0,1,974,975,976,977,974,975,976,977,974,975,976,977,974,975,976,977,974,975,976,977,974,975,976,977,974,975,976,977,974,975,976,977,974,975,976,977,974,975,976,977,974,975,976,977
32,1006,1007,1008,1009,1006,1007,1008,1009,1006,1007,1008,1009,1006,1007,1008,1009,1006,1007,1008,1009,1006,1007,1008,1009,1006,1007,1008,1009,1006,1007,1008,1009,1006,1007,1008,1009,1006,1007,1008,1009,33,32,33,694,695,32,33,32,33,32,33,698,699,32,33,1006,1007,1008,1009,1006,1007,1008,1009,1006,1007,1008,1009,1006,1007,1008,1009,1006,1007,1008,1009,1006,1007,1008,1009,1006,1007,1008,1009,1006,1007,1008,1009,1006,1007,1008,1009,1006,1007,1008,1009,1006,1007,1008,1009
